Member id,No of Calls,Gender (F=1/M=0),income
4972,0,1,485378
4973,0,1,384169
4982,0,0,335298
4983,0,1,280353
4989,0,1,84114
4990,0,1,85660
4995,0,0,271018
4998,0,1,471816
4999,0,0,182636
5002,0,1,204450
5003,0,0,418583
5005,0,1,265434
5006,0,1,137397
5010,0,0,345450
5012,0,0,37991
5014,0,1,417949
5017,0,0,86107
5023,0,0,300625
5025,0,0,149384
5035,0,1,408361
5038,0,0,384837
5042,0,0,269567
5047,0,0,145080
5049,0,0,96234
5057,0,0,350443
5059,0,0,298458
5067,0,0,395268
5070,0,0,368024
5072,0,1,376292
5073,0,1,277538
5074,0,0,55178
5077,0,0,421444
5080,0,0,169241
5083,0,1,380223
5088,0,0,102812
5089,0,0,210314
5091,0,0,468048
5098,0,1,194775
5105,0,0,29118
5106,0,0,155287
5108,0,0,362879
5112,0,0,147369
5117,0,0,290349
5120,0,1,447890
5121,0,1,312904
5124,0,0,266518
5128,0,1,261875
5132,0,0,70072
5133,0,0,339736
5134,0,0,300359
5135,0,0,432472
5138,0,0,498778
5139,0,1,90888
5144,0,0,357558
5147,0,1,274749
5150,0,0,474845
5157,0,1,75646
5159,0,0,130799
5170,0,0,77987
5172,0,1,84669
5174,0,0,393422
5183,0,1,412283
5196,0,1,130384
5197,0,0,464391
5200,0,1,286363
5201,0,1,252675
5203,0,1,308083
5205,0,1,72151
5207,0,1,266051
5210,0,0,58217
5213,0,0,205732
5215,0,0,131804
5218,0,1,491785
5222,0,0,61584
5225,0,1,82292
5226,0,0,308508
5228,0,0,203210
5231,0,0,276289
5232,0,1,340970
5237,0,1,154570
5238,0,0,12787
5241,0,1,187903
5248,0,0,385377
5249,0,0,311785
5252,0,1,190414
5256,0,0,488190
5259,0,1,64452
5264,0,0,389705
5268,0,1,51524
5272,0,1,89198
5277,0,0,493305
5282,0,0,211636
5284,0,0,288521
5286,0,1,493407
5292,0,0,367412
5294,0,0,295084
5297,0,0,468438
5298,0,1,489782
5299,0,1,18155
5306,0,1,303225
5319,0,1,393905
5324,0,0,96674
5327,0,1,402675
5328,0,0,179485
5330,0,1,62934
5331,0,1,395860
5333,0,1,279666
5334,0,0,492158
5336,0,0,315894
5337,0,1,464914
5340,0,1,186506
5344,0,0,321630
5345,0,1,325728
5350,0,1,397335
5357,0,0,275916
5359,0,0,10840
5360,0,0,127279
5366,0,0,484505
5367,0,0,305507
5368,0,0,354997
5370,0,0,405212
5374,0,1,284147
5379,0,0,46132
5381,0,1,71747
5383,0,0,279546
5394,0,0,370246
5397,0,1,338054
5398,0,1,146736
5400,0,0,114455
5405,0,0,251360
5411,0,1,372171
5413,0,0,291726
5415,0,1,165724
5419,0,1,59131
5420,0,1,360574
5425,0,1,411165
5426,0,0,450481
5432,0,1,499003
5442,0,0,121778
5447,0,0,48450
5451,0,0,84801
5455,0,0,164907
5458,0,0,162704
5462,0,1,488952
5474,0,0,100721
5478,0,1,35690
5484,0,0,197555
5489,0,1,28186
5493,0,0,454116
5499,0,1,333316
5503,0,1,34620
5505,0,0,454738
5506,0,0,399950
5508,0,1,259597
5509,0,1,230438
5513,0,1,293435
5517,0,1,445388
5519,0,1,50701
5524,0,1,211052
5527,0,1,248577
5534,0,1,243079
5537,0,1,491363
5539,0,0,132584
5542,0,1,365591
5547,0,1,425980
5548,0,1,287894
5550,0,1,413048
5551,0,0,190515
5554,0,0,383725
5558,0,1,432182
5561,0,1,343147
5562,0,0,270536
5563,0,0,76407
5564,0,1,487819
5566,0,1,427610
5567,0,1,43247
5569,0,0,159729
5571,0,0,180545
5572,0,0,392119
5575,0,1,375429
5576,0,0,320516
5580,0,1,44463
5581,0,0,169668
5586,0,1,124542
5587,0,1,282097
5592,0,1,88448
5594,0,1,135754
5599,0,0,440352
5601,0,1,372269
5602,0,1,144024
5608,0,0,139687
5615,0,1,346265
5616,0,1,290269
5618,0,0,368924
5621,0,0,465836
5623,0,0,396765
5624,0,0,380512
5626,0,0,212847
5627,0,0,181331
5629,0,0,206552
5630,0,0,257962
5631,0,0,313154
5632,0,1,21336
5634,0,1,366451
5636,0,0,318128
5643,0,0,466826
5647,0,0,159726
5648,0,1,481750
5655,0,1,154977
5656,0,0,178060
5657,0,0,186250
5658,0,1,443746
5661,0,0,69789
5662,0,1,16558
5664,0,1,199586
5665,0,1,262553
5667,0,0,219487
5668,0,1,341558
5671,0,0,417817
5672,0,0,446637
5680,0,1,114025
5681,0,1,460134
5684,0,1,294050
5685,0,0,295181
5688,0,1,56237
5691,0,1,184990
5698,0,0,13225
5701,0,1,354948
5706,0,1,356002
5709,0,1,413731
5710,0,1,48241
5713,0,1,164183
5714,0,1,491267
5715,0,0,117229
5717,0,1,429644
5722,0,1,355403
5726,0,1,184615
5728,0,0,166596
5729,0,1,139004
5730,0,1,476338
5734,0,0,314750
5736,0,0,42354
5737,0,1,291171
5742,0,1,17497
5744,0,0,126518
5748,0,0,115162
5751,0,0,497860
5753,0,1,99525
5755,0,1,89546
5756,0,0,387914
5759,0,0,308741
5763,0,1,442466
5768,0,1,353522
5771,0,1,192727
5778,0,0,145563
5780,0,1,211706
5781,0,0,256690
5785,0,0,244052
5786,0,1,93406
5790,0,0,394743
5792,0,0,388257
5794,0,0,64823
5797,0,0,426690
5799,0,1,142415
5800,0,0,449494
5803,0,1,57370
5804,0,1,92731
5806,0,1,291001
5816,0,1,153220
5817,0,0,331073
5826,0,0,185716
5829,0,0,498184
5830,0,1,48049
5831,0,0,260171
5834,0,1,499927
5835,0,0,75906
5844,0,1,59930
5846,0,0,252729
5848,0,1,79979
5852,0,0,371788
5855,0,0,220362
5857,0,1,456762
5858,0,1,160096
5859,0,1,274479
5860,0,0,23520
5871,0,1,424172
5875,0,1,497390
5879,0,1,189173
5882,0,1,170842
5889,0,1,46175
5890,0,0,408835
5894,0,1,330322
5895,0,0,267107
5897,0,0,238168
5902,0,1,326960
5903,0,1,278435
5910,0,1,242049
5918,0,1,291264
5926,0,1,102459
5929,0,1,328978
5944,0,0,287088
5945,0,1,53722
5946,0,0,138700
5947,0,1,85971
5953,0,1,304849
5954,0,1,480197
5958,0,0,454271
5960,0,1,399046
5966,0,1,482701
5972,0,0,381321
5978,0,0,27293
5979,0,1,123598
5981,0,0,372334
5982,0,0,303966
6002,0,0,180708
6004,0,1,94286
6006,0,1,227164
6008,0,0,118651
6016,0,1,82463
6017,0,0,239571
6040,0,1,13194
6053,0,0,142533
6055,0,0,134755
6058,0,0,25140
6060,0,1,147363
6061,0,0,341483
6063,0,1,79260
6064,0,0,197217
6066,0,1,385999
6069,0,0,415552
6076,0,1,300101
6077,0,0,333100
6079,0,0,394418
6080,0,1,396653
6081,0,0,188173
6082,0,1,83139
6089,0,0,149737
6095,0,1,266388
6098,0,1,197806
6100,0,0,77417
6104,0,0,188019
6110,0,1,172473
6114,0,0,257935
6122,0,1,373419
6126,0,0,441689
6127,0,0,119608
6130,0,1,19891
6131,0,1,154492
6133,0,1,440297
6137,0,1,164180
6138,0,1,439431
6147,0,0,256983
6148,0,1,355533
6153,0,0,424683
6154,0,0,121495
6155,0,1,154022
6157,0,0,84766
6163,0,0,251638
6164,0,1,239259
6165,0,1,396021
6170,0,1,269270
6171,0,1,475575
6173,0,0,65585
6178,0,1,26886
6179,0,0,283441
6186,0,1,50070
6187,0,1,281690
6192,0,1,73507
6196,0,1,384431
6203,0,1,196395
6204,0,1,343819
6205,0,1,349118
6209,0,0,477207
6213,0,1,174718
6215,0,1,79481
6219,0,0,360274
6220,0,1,91047
6224,0,1,326676
6231,0,0,297845
6234,0,1,231655
6240,0,1,165769
6245,0,0,287381
6246,0,0,454400
6247,0,0,491271
6248,0,0,299768
6251,0,1,377019
6253,0,1,343052
6257,0,0,84915
6258,0,0,333062
6259,0,0,201505
6261,0,0,18670
6268,0,1,386036
6271,0,1,344629
6276,0,0,269382
6277,0,1,330722
6280,0,1,451251
6282,0,0,171152
6286,0,0,106248
6289,0,1,283434
6297,0,1,428330
6304,0,0,366647
6309,0,1,493993
6313,0,0,69382
6314,0,1,401996
6322,0,1,388013
6323,0,1,223747
6325,0,0,50098
6333,0,0,224349
6336,0,1,357361
6340,0,0,73208
6344,0,1,295308
6345,0,0,322108
6347,0,1,70893
6355,0,1,382905
6362,0,0,184549
6364,0,0,306329
6368,0,0,426876
6369,0,0,330009
6370,0,1,110267
6371,0,1,221715
6372,0,1,328407
6373,0,1,274674
6375,0,1,47079
6378,0,0,273857
6386,0,0,418907
6407,0,0,92675
6408,0,1,272890
6416,0,0,208339
6420,0,0,136261
6421,0,1,357501
6422,0,0,168146
6425,0,1,413457
6426,0,1,376018
6432,0,0,96009
6433,0,1,36244
6435,0,1,261641
6439,0,1,278169
6444,0,1,74278
6446,0,0,245954
6447,0,0,49314
6448,0,1,488971
6452,0,1,329991
6455,0,1,292633
6464,0,1,259634
6476,0,0,40426
6485,0,1,400165
6487,0,0,292205
6490,0,0,336147
6491,0,1,468488
6495,0,1,136679
6497,0,0,89017
6499,0,1,419030
6505,0,0,373387
6506,0,1,467225
6507,0,0,174245
6508,0,1,91863
6513,0,1,272901
6515,0,1,326293
6516,0,0,143517
6518,0,0,190343
6519,0,0,334267
6521,0,1,443833
6523,0,0,329182
6525,0,1,381385
6527,0,0,404571
6529,0,1,267713
6534,0,1,411703
6548,0,1,188693
6552,0,1,164206
6555,0,0,426403
6560,0,1,432423
6569,0,1,442179
6574,0,1,102270
6575,0,0,247817
6577,0,0,47721
6579,0,0,309649
6580,0,1,308637
6582,0,0,212467
6591,0,1,440198
6596,0,1,30300
6599,0,0,384754
6601,0,0,454304
6603,0,0,336021
6605,0,1,254800
6606,0,1,54469
6608,0,1,203403
6609,0,1,212562
6611,0,0,276242
6612,0,1,291300
6619,0,1,27748
6622,0,0,496142
6633,0,0,285843
6635,0,0,16726
6638,0,0,30407
6643,0,0,112651
6653,0,1,110694
6654,0,0,263124
6657,0,0,421112
6661,0,0,363830
6662,0,0,317433
6664,0,1,95377
6665,0,0,171308
6672,0,0,331345
6678,0,0,34931
6683,0,0,192744
6685,0,0,10295
6686,0,1,478393
6689,0,1,46251
6692,0,1,423534
6693,0,1,266355
6694,0,1,382509
6699,0,1,482612
6705,0,0,491521
6706,0,1,307852
6707,0,0,291593
6710,0,0,110802
6713,0,0,75306
6717,0,1,326135
6730,0,0,384911
6737,0,0,191345
6746,0,1,265469
6747,0,1,339042
6760,0,0,349176
6764,0,0,24189
6765,0,1,402344
6771,0,0,22627
6780,0,0,181344
6781,0,1,169569
6782,0,0,148384
6787,0,0,77446
6790,0,1,146545
6791,0,0,425859
6793,0,1,238948
6795,0,1,483080
6798,0,0,471275
6802,0,0,57791
6803,0,0,340352
6805,0,1,375721
6808,0,0,97354
6811,0,1,275484
6814,0,0,310209
6815,0,0,200302
6816,0,1,487585
6820,0,1,436958
6821,0,1,104132
6824,0,1,147593
6831,0,0,461202
6834,0,0,295300
6836,0,0,60372
6844,0,0,136886
6846,0,0,354970
6849,0,1,496794
6855,0,1,329374
6863,0,1,164139
6868,0,0,240776
6869,0,0,320745
6870,0,0,443550
6871,0,1,462967
6872,0,0,340709
6880,0,0,83324
6884,0,1,275534
6894,0,1,286819
6895,0,0,227463
6900,0,0,491116
6903,0,0,130234
6904,0,0,158151
6909,0,0,222254
6912,0,1,237955
6913,0,1,479836
6917,0,0,357263
6920,0,1,33970
6921,0,1,391516
6922,0,1,10131
6923,0,0,381874
6928,0,0,167814
6929,0,1,135615
6931,0,1,47673
6932,0,1,409798
6934,0,1,452060
6935,0,1,196032
6936,0,0,356642
6937,0,1,34559
6942,0,0,432121
6951,0,0,200006
6954,0,0,401792
6965,0,1,81824
6968,0,0,483885
6972,0,0,140116
6978,0,1,58891
6979,0,1,227172
6984,0,1,296292
6985,0,1,114103
6992,0,0,262716
6994,0,1,260090
6996,0,0,469931
7002,0,0,214435
7007,0,0,244341
7012,0,0,234865
7014,0,0,149645
7020,0,0,414096
7023,0,0,467221
7026,0,1,194547
7030,0,1,51888
7033,0,1,299472
7035,0,0,206703
7036,0,0,28510
7041,0,0,476156
7043,0,0,60319
7044,0,0,432588
7047,0,0,24930
7048,0,0,60497
7050,0,1,405123
7053,0,1,206524
7057,0,0,21831
7074,0,0,496366
7078,0,0,188385
7081,0,1,199001
7085,0,0,160908
7087,0,1,434626
7089,0,1,260714
7090,0,1,242962
7091,0,1,106337
7093,0,1,84582
7096,0,0,337188
7102,0,0,69550
7104,0,1,208130
7108,0,1,280531
7110,0,1,292045
7113,0,1,328016
7120,0,0,76489
7122,0,0,136418
7148,0,1,202304
7153,0,0,365641
7156,0,1,125714
7163,0,1,96138
7164,0,0,297581
7176,0,1,138219
7179,0,1,409407
7182,0,1,95789
7183,0,0,105345
7187,0,0,481466
7188,0,0,49101
7191,0,1,170897
7194,0,1,268550
7196,0,1,307324
7206,0,0,469529
7208,0,0,458999
7210,0,0,143966
7216,0,1,257652
7217,0,1,284495
7219,0,1,253734
7224,0,1,56089
7228,0,1,223264
7236,0,0,158941
7239,0,1,328959
7245,0,1,124668
7246,0,1,308162
7249,0,1,350408
7250,0,0,338976
7254,0,1,318546
7255,0,0,288968
7256,0,0,426673
7264,0,1,291587
7268,0,0,277427
7269,0,0,444695
7270,0,1,19783
7271,0,1,48544
7273,0,1,199313
7275,0,1,71782
7278,0,0,409546
7281,0,0,149711
7282,0,0,237111
7288,0,0,497711
7292,0,1,41315
7297,0,0,310142
7300,0,0,452349
7301,0,1,304534
7303,0,1,348190
7306,0,0,360770
7308,0,0,83320
7320,0,1,443928
7323,0,0,352222
7324,0,0,101221
7326,0,0,66668
7328,0,0,258458
7330,0,1,481089
7333,0,0,331111
7338,0,0,263725
7349,0,1,150850
7351,0,1,81697
7353,0,1,371185
7356,0,1,256957
7365,0,0,498023
7373,0,0,100701
7381,0,1,281026
7383,0,1,127552
7401,0,1,454806
7402,0,0,385320
7413,0,1,89218
7414,0,0,435158
7416,0,1,268087
7417,0,0,196981
7422,0,1,334511
7423,0,0,363145
7432,0,1,277344
7433,0,1,458416
7434,0,0,372025
7435,0,0,383228
7439,0,0,200073
7440,0,1,61472
7443,0,1,262327
7446,0,0,335310
7448,0,0,105840
7454,0,0,275203
7462,0,1,84092
7466,0,0,97109
7470,0,0,297269
7475,0,0,50935
7477,0,1,240837
7478,0,1,482545
7479,0,0,268566
7481,0,0,283857
7484,0,1,168175
7488,0,1,496864
7497,0,0,387630
7501,0,0,345557
7505,0,0,435254
7508,0,1,313746
7513,0,0,176654
7514,0,0,470763
7516,0,1,419776
7523,0,0,50165
7526,0,1,453964
7527,0,1,296666
7528,0,0,186533
7530,0,1,230137
7531,0,1,182488
7532,0,1,84888
7534,0,1,218757
7535,0,1,477293
7537,0,1,422876
7541,0,0,131935
7542,0,1,196636
7550,0,1,219975
7551,0,0,204219
7553,0,1,151470
7554,0,1,317949
7555,0,0,126286
7559,0,1,22470
7560,0,1,31641
7561,0,1,325167
7562,0,1,44511
7564,0,1,171813
7568,0,1,83855
7569,0,0,222749
7570,0,0,170202
7571,0,0,309659
7573,0,1,202066
7574,0,0,222413
7586,0,0,197283
7587,0,1,219462
7589,0,0,166422
7591,0,0,495558
7593,0,0,65076
7599,0,0,249332
7603,0,0,262262
7604,0,0,244286
7610,0,0,56861
7619,0,1,280810
7631,0,0,464188
7632,0,0,211539
7635,0,1,246887
7638,0,1,457655
7645,0,1,105907
7647,0,1,435337
7652,0,0,29243
7653,0,1,357105
7657,0,0,270206
7659,0,1,332351
7660,0,0,416509
7666,0,1,291383
7671,0,1,142622
7674,0,0,287214
7681,0,1,36005
7686,0,0,266886
7692,0,1,27855
7693,0,1,10842
7695,0,1,171218
7697,0,0,228782
7709,0,1,288451
7714,0,1,294448
7718,0,0,395668
7721,0,0,268213
7727,0,1,185075
7730,0,1,174643
7733,0,0,292729
7737,0,1,407851
7741,0,0,64471
7745,0,0,319465
7750,0,1,73263
7761,0,1,302450
7763,0,0,267193
7766,0,1,13379
7770,0,0,367091
7773,0,1,299374
7774,0,0,223096
7779,0,1,237675
7780,0,1,342527
7781,0,0,410308
7785,0,1,378516
7791,0,0,288973
7799,0,0,36457
7800,0,0,349127
7806,0,1,240871
7810,0,0,486404
7812,0,1,282242
7815,0,1,386883
7818,0,1,125093
7819,0,0,16221
7820,0,0,455096
7822,0,0,347765
7825,0,1,198013
7830,0,1,141133
7832,0,1,452413
7834,0,0,323069
7844,0,0,278439
7847,0,0,269272
7850,0,0,397545
7855,0,1,254452
7861,0,0,272111
7863,0,0,292577
7867,0,0,447792
7869,0,0,210940
7870,0,0,209297
7874,0,1,492014
7878,0,0,267585
7879,0,0,457372
7882,0,1,68017
7886,0,1,162078
7890,0,1,460895
7891,0,0,147271
7892,0,0,73946
7896,0,1,266107
7901,0,1,320241
7909,0,1,394759
7911,0,0,498669
7918,0,0,170573
7920,0,0,362789
7922,0,1,73000
7924,0,1,170497
7928,0,0,302445
7929,0,1,403536
7930,0,0,113904
7933,0,0,277687
7934,0,1,291310
7936,0,0,285096
7940,0,0,407271
7941,0,0,123486
7952,0,1,276191
7960,0,1,84966
7962,0,1,113945
7966,0,1,328562
7969,0,1,302198
7977,0,0,116400
7981,0,1,76363
7982,0,0,381248
7984,0,0,300170
7992,0,0,321429
7994,0,0,496570
7996,0,1,476902
7997,0,0,336018
8001,0,0,381382
8002,0,1,133163
8005,0,0,167222
8008,0,0,391254
8010,0,1,84741
8012,0,0,315585
8014,0,0,74521
8018,0,1,325261
8024,0,1,177614
8027,0,0,416790
8028,0,0,481316
8029,0,0,82987
8030,0,1,441384
8031,0,1,400064
8033,0,1,339867
8035,0,0,14739
8042,0,1,417112
8043,0,0,480004
8047,0,1,28522
8051,0,1,407286
8053,0,1,51429
8054,0,0,354069
8057,0,0,133117
8061,0,0,393989
8064,0,1,43739
8067,0,1,70323
8069,0,1,76283
8071,0,0,167302
8072,0,0,196783
8076,0,1,309681
8077,0,1,402275
8082,0,1,249076
8085,0,1,380947
8087,0,0,193295
8089,0,0,137107
8093,0,1,199795
8096,0,1,413266
8099,0,0,105237
8101,0,1,399315
8107,0,1,165788
8109,0,1,340863
8117,0,1,165408
8118,0,0,410500
8122,0,0,416904
8124,0,0,21134
8126,0,0,103905
8127,0,1,328016
8129,0,1,160252
8130,0,0,292338
8131,0,0,348810
8132,0,1,410636
8134,0,1,81647
8135,0,0,329555
8136,0,1,163316
8137,0,1,249969
8138,0,0,226302
8140,0,0,181410
8142,0,0,424498
8144,0,0,323581
8145,0,0,441497
8149,0,1,23541
8151,0,1,200918
8155,0,1,486076
8159,0,1,381395
8161,0,0,454488
8163,0,0,21345
8164,0,0,188417
8173,0,1,314011
8175,0,0,329931
8177,0,0,92141
8178,0,0,321766
8179,0,0,70364
8182,0,1,92088
8183,0,1,371535
8188,0,0,369680
8190,0,0,285322
8192,0,1,112684
8193,0,1,193711
8194,0,0,273992
8196,0,0,488238
8197,0,1,119066
8201,0,1,458448
8203,0,1,76468
8207,0,0,355622
8208,0,1,264648
8213,0,1,111083
8223,0,0,92605
8226,0,1,11582
8248,0,0,442644
8250,0,1,96202
8255,0,0,252038
8257,0,0,393869
8263,0,0,27172
8270,0,1,99935
8271,0,1,233068
8274,0,0,269842
8275,0,0,41759
8278,0,1,90169
8285,0,1,11989
8290,0,0,222818
8292,0,1,75593
8297,0,0,18743
8303,0,0,426303
8310,0,1,225103
8312,0,0,282127
8315,0,0,401842
8320,0,0,366414
8322,0,1,316371
8325,0,1,465008
8329,0,0,109132
8335,0,0,26768
8338,0,1,103286
8342,0,0,373991
8345,0,0,433229
8346,0,0,374845
8347,0,1,339635
8356,0,1,427284
8359,0,0,374439
8360,0,0,377175
8363,0,0,438778
8369,0,0,137512
8370,0,0,326170
8378,0,1,106850
8381,0,0,231308
8383,0,1,30129
8384,0,0,158378
8387,0,1,481805
8391,0,0,110734
8392,0,1,236006
8396,0,0,120175
8403,0,1,165184
8406,0,1,321102
8408,0,1,474597
8409,0,1,344566
8411,0,0,395155
8413,0,1,138168
8414,0,0,390069
8419,0,0,145569
8425,0,0,248397
8426,0,1,47348
8429,0,1,397371
8430,0,0,257663
8435,0,0,138178
8436,0,1,282367
8438,0,1,379329
8440,0,0,464252
8442,0,1,160633
8445,0,0,96046
8449,0,1,478648
8450,0,0,113240
8456,0,1,327185
8460,0,1,461717
8461,0,1,245452
8471,0,0,64553
8472,0,0,388785
8475,0,0,78607
8477,0,0,469507
8480,0,1,306436
8483,0,0,112016
8485,0,1,347340
8489,0,0,54199
8490,0,1,178017
8495,0,1,269194
8496,0,0,388979
8501,0,0,93385
8503,0,1,109555
8504,0,0,111831
8505,0,1,342329
8511,0,1,277635
8513,0,0,165278
8514,0,0,481138
8517,0,0,107363
8521,0,0,30610
8522,0,0,344094
8527,0,1,362650
8528,0,0,114587
8532,0,0,134846
8533,0,0,484728
8536,0,1,305692
8543,0,1,356737
8544,0,0,433826
8549,0,0,13325
8550,0,0,106483
8551,0,1,376012
8552,0,0,80338
8555,0,0,261770
8557,0,1,21926
8562,0,1,93849
8564,0,0,237142
8565,0,1,18301
8568,0,1,400904
8572,0,0,491112
8573,0,0,452953
8578,0,1,366674
8580,0,1,55942
8586,0,1,121086
8587,0,1,230475
8593,0,0,471524
8595,0,1,429005
8599,0,0,149668
8600,0,0,321263
8601,0,0,34223
8611,0,0,401975
8614,0,0,414182
8615,0,1,321845
8620,0,0,195832
8621,0,0,135454
8622,0,0,467908
8626,0,0,450684
8627,0,0,353282
8635,0,0,356275
8638,0,1,447882
8639,0,0,260333
8648,0,1,314064
8652,0,1,153244
8655,0,0,335975
8658,0,0,45666
8661,0,1,425521
8665,0,1,52195
8669,0,0,67124
8670,0,1,365475
8672,0,1,285581
8674,0,1,315049
8675,0,0,301555
8680,0,1,447467
8682,0,0,191372
8687,0,1,21471
8692,0,0,255677
8694,0,0,443741
8695,0,1,124475
8707,0,0,450867
8708,0,0,375920
8709,0,1,320309
8710,0,1,260045
8716,0,0,204191
8722,0,0,87978
8729,0,0,417952
8731,0,0,14984
8734,0,1,297700
8742,0,0,409543
8744,0,1,296618
8752,0,1,458317
8754,0,1,468969
8756,0,0,60279
8758,0,1,136692
8761,0,1,202452
8771,0,0,292416
8775,0,0,262095
8776,0,0,422000
8780,0,0,306286
8785,0,0,147302
8795,0,0,363197
8798,0,0,243314
8800,0,0,55350
8802,0,0,312189
8808,0,1,78373
8811,0,1,388806
8819,0,0,364916
8822,0,1,114587
8843,0,0,102375
8846,0,0,190885
8847,0,1,475236
8851,0,0,266532
8852,0,1,373578
8854,0,1,409323
8855,0,0,329030
8859,0,0,324921
8860,0,1,409422
8862,0,0,127214
8864,0,1,463279
8867,0,0,412994
8869,0,1,78379
8874,0,1,94782
8877,0,0,19955
8879,0,0,252993
8882,0,0,210658
8884,0,1,489015
8887,0,1,327453
8889,0,1,369043
8891,0,0,140422
8893,0,1,446123
8894,0,1,28666
8901,0,1,344732
8905,0,0,260579
8906,0,1,39165
8912,0,1,174262
8913,0,0,160778
8914,0,1,106357
8920,0,1,379665
8925,0,1,177949
8933,0,0,27710
8935,0,1,250814
8940,0,0,477155
8946,0,1,395064
8947,0,1,25321
8950,0,1,393099
8952,0,1,468225
8953,0,1,441235
8955,0,0,138187
8956,0,1,403284
8958,0,0,126835
8961,0,0,283525
8963,0,1,254767
8964,0,1,221606
8966,0,0,289459
8969,0,1,131435
8973,0,0,437014
8985,0,1,384338
8987,0,0,75720
8994,0,1,85748
8997,0,0,106043
8999,0,0,352048
9003,0,1,381412
9005,0,1,437209
9014,0,0,177183
9015,0,0,315321
9022,0,1,19008
9029,0,1,261620
9039,0,1,186765
9043,0,0,189757
9047,0,1,467646
9055,0,1,234834
9069,0,0,45816
9071,0,1,217687
9073,0,0,44254
9074,0,1,22635
9077,0,1,380721
9080,0,0,415593
9082,0,0,223444
9091,0,0,73286
9092,0,1,332950
9093,0,0,110145
9094,0,1,442379
9098,0,0,33880
9100,0,1,271755
9101,0,1,252337
9105,0,1,142801
9109,0,1,20425
9110,0,1,423519
9111,0,0,336133
9113,0,0,217022
9122,0,1,320255
9126,0,0,113032
9127,0,1,123717
9129,0,0,491393
9136,0,0,368575
9137,0,1,240668
9138,0,1,297828
9141,0,0,252453
9143,0,0,85636
9144,0,0,312304
9147,0,0,317313
9156,0,0,408442
9157,0,0,422463
9158,0,0,59366
9159,0,0,128265
9165,0,1,469151
9168,0,0,441492
9169,0,1,97013
9170,0,0,54033
9176,0,1,52552
9182,0,0,374457
9185,0,0,231428
9186,0,1,292603
9188,0,1,27758
9189,0,1,69405
9195,0,0,172777
9200,0,1,18587
9201,0,0,329366
9202,0,1,153478
9209,0,1,336624
9211,0,0,293265
9212,0,1,399642
9213,0,0,228808
9216,0,1,26749
9219,0,1,106026
9221,0,1,440074
9226,0,0,65770
9228,0,1,202732
9230,0,1,338407
9235,0,1,149541
9245,0,1,11174
9246,0,1,201769
9249,0,1,164114
9259,0,1,444661
9261,0,0,121093
9263,0,0,123768
9266,0,1,265900
9267,0,1,54326
9269,0,0,174264
9271,0,0,464475
9274,0,1,141572
9277,0,1,84963
9281,0,1,99965
9284,0,0,15137
9287,0,1,351608
9291,0,1,388573
9295,0,0,260663
